User ID,Delivery Address,Delivery Frequency,Preferred Delivery Day,Latitude,Longitude,City
7516,"6317 Garrett Mission, Hamilton, ON",7,"Friday, Sunday, Monday, Thursday, Wednesday, Tuesday, Saturday",43.2557,-79.8711,Hamilton
7517,"353 Powers Plaza, Haldimand County, ON",6,"Friday, Wednesday, Thursday, Sunday, Monday, Tuesday",42.9229,-79.8663,Haldimand County
7518,"71666 Peters Vista, Elliot Lake, ON",3,"Saturday, Monday, Sunday",46.3848,-82.6493,Elliot Lake
7519,"3864 Anna Corners, Kitchener, ON",3,"Thursday, Tuesday, Friday",43.4504,-80.4825,Kitchener
7520,"13794 Stevenson Fords, Elliot Lake, ON",3,"Wednesday, Sunday, Friday",46.3848,-82.6493,Elliot Lake
7521,"90561 Crawford Spring, Barrie, ON",5,"Thursday, Sunday, Monday, Saturday, Friday",44.3894,-79.6903,Barrie
7522,"78780 Robert Islands, Owen Sound, ON",5,"Thursday, Monday, Friday, Saturday, Sunday",44.5668,-80.9405,Owen Sound
7523,"769 Elizabeth Turnpike, Oshawa, ON",4,"Tuesday, Saturday, Monday, Thursday",43.8975,-78.8635,Oshawa
7524,"5569 Rojas Mountains, Elliot Lake, ON",2,"Sunday, Thursday",46.3848,-82.6493,Elliot Lake
7525,"361 Jessica Walks, Kenora, ON",4,"Monday, Wednesday, Sunday, Saturday",49.7661,-94.4894,Kenora
7526,"781 Billy Mount, St. Thomas, ON",5,"Wednesday, Friday, Monday, Thursday, Saturday",42.777,-81.1826,St. Thomas
7527,"76393 Scott Mission, Temiskaming Shores, ON",4,"Sunday, Saturday, Wednesday, Tuesday",47.5087,-79.677,Temiskaming Shores
7528,"1421 Jackson Isle, Pickering, ON",5,"Thursday, Saturday, Wednesday, Sunday, Monday",43.8358,-79.3483,Pickering
7529,"2762 Kaiser Cape, Belleville, ON",5,"Thursday, Sunday, Tuesday, Wednesday, Monday",44.1636,-77.3835,Belleville
7530,"728 Deleon Village, Brant, ON",7,"Thursday, Sunday, Friday, Monday, Wednesday, Saturday, Tuesday",43.142,-80.2681,Brant
7531,"5169 Jamie Mountain, Markham, ON",7,"Friday, Tuesday, Wednesday, Monday, Saturday, Thursday, Sunday",43.8561,-79.337,Markham
7532,"2051 Morris Stream, North Bay, ON",4,"Thursday, Wednesday, Monday, Saturday",46.3098,-79.46,North Bay
7533,"14259 Kathryn Fort, Vaughan, ON",5,"Saturday, Monday, Wednesday, Thursday, Friday",43.8361,-79.4982,Vaughan
7534,"002 Wade Centers, St. Thomas, ON",5,"Thursday, Sunday, Saturday, Monday, Friday",42.777,-81.1826,St. Thomas
7535,"82585 Morgan Island, Kawartha Lakes, ON",5,"Saturday, Sunday, Wednesday, Monday, Friday",44.4254,-78.7877,Kawartha Lakes
7536,"81235 Castaneda Roads, Mississauga, ON",5,"Saturday, Monday, Friday, Wednesday, Tuesday",43.589,-79.6441,Mississauga
7537,"07835 Samuel Ville, Port Colborne, ON",5,"Monday, Wednesday, Tuesday, Sunday, Friday",42.883,-79.232,Port Colborne
7538,"617 Williamson Pike, Sarnia, ON",5,"Saturday, Tuesday, Thursday, Monday, Wednesday",42.9745,-82.4066,Sarnia
7539,"91831 Leslie Court, Pembroke, ON",4,"Wednesday, Monday, Sunday, Tuesday",45.826,-77.1099,Pembroke
7540,"3420 Felicia Locks, Timmins, ON",3,"Sunday, Thursday, Tuesday",48.4758,-81.3305,Timmins
7541,"17445 Smith Pines, Owen Sound, ON",5,"Tuesday, Saturday, Monday, Sunday, Wednesday",44.5668,-80.9405,Owen Sound
7542,"21233 Porter River, Vaughan, ON",3,"Tuesday, Thursday, Wednesday",43.8361,-79.4982,Vaughan
7543,"076 Tiffany Harbors, St. Thomas, ON",5,"Sunday, Thursday, Monday, Tuesday, Friday",42.777,-81.1826,St. Thomas
7544,"09718 Wallace Ways, Mississauga, ON",5,"Friday, Thursday, Saturday, Sunday, Monday",43.589,-79.6441,Mississauga
7545,"9851 Jones Viaduct, Pembroke, ON",5,"Friday, Thursday, Sunday, Monday, Tuesday",45.826,-77.1099,Pembroke
7546,"0015 Veronica Drive, Quinte West, ON",2,"Friday, Thursday",44.1802,-77.3711,Quinte West
7547,"517 Mary Trail, Quinte West, ON",3,"Thursday, Sunday, Wednesday",44.1802,-77.3711,Quinte West
7548,"0099 Zamora Vista, Clarence-Rockland, ON",1,Saturday,45.5887,-75.5127,Clarence-Rockland
7549,"0532 Morales Locks, Hamilton, ON",5,"Friday, Saturday, Monday, Thursday, Wednesday",43.2557,-79.8711,Hamilton
7550,"0498 Burgess Ranch, Sault Ste. Marie, ON",6,"Monday, Thursday, Friday, Sunday, Tuesday, Saturday",46.5208,-84.3469,Sault Ste. Marie
7551,"6611 Patty Islands, Prince Edward County, ON",5,"Tuesday, Thursday, Sunday, Saturday, Monday",43.9991,-77.124,Prince Edward County
7552,"906 Deborah View, Mississauga, ON",1,Monday,43.589,-79.6441,Mississauga
7553,"718 Fernandez Circles, Pickering, ON",7,"Sunday, Tuesday, Wednesday, Friday, Monday, Saturday, Thursday",43.8358,-79.3483,Pickering
7554,"6665 Bennett Pike, Thunder Bay, ON",4,"Saturday, Friday, Monday, Sunday",48.382,-89.2466,Thunder Bay
7555,"688 Hansen Village, Orillia, ON",5,"Sunday, Tuesday, Monday, Wednesday, Friday",44.6087,-79.42,Orillia
7556,"97526 Cummings Prairie, Windsor, ON",5,"Thursday, Sunday, Tuesday, Friday, Monday",42.3149,-83.0364,Windsor
7557,"687 James Creek, Pembroke, ON",4,"Saturday, Friday, Tuesday, Sunday",45.826,-77.1099,Pembroke
7558,"91496 John Walks, Hamilton, ON",5,"Monday, Sunday, Thursday, Friday, Wednesday",43.2557,-79.8711,Hamilton
7559,"35878 Williams Freeway, Haldimand County, ON",2,"Friday, Monday",42.9229,-79.8663,Haldimand County
7560,"910 Colleen Highway, Thorold, ON",2,"Saturday, Thursday",43.1167,-79.2,Thorold
7561,"86772 Denise Cliffs, Norfolk County, ON",5,"Wednesday, Monday, Sunday, Saturday, Thursday",42.8429,-80.8649,Norfolk County
7562,"558 Jon Lake, Niagara Falls, ON",3,"Sunday, Wednesday, Monday",43.0896,-79.0849,Niagara Falls
7563,"168 Murphy Spurs, Greater Sudbury, ON",3,"Thursday, Monday, Tuesday",46.49,-80.99,Greater Sudbury
7564,"5885 Jeffrey Trail, Peterborough, ON",5,"Monday, Tuesday, Sunday, Wednesday, Friday",44.3091,-78.3197,Peterborough
7565,"483 Matthew Square, Cornwall, ON",4,"Friday, Thursday, Monday, Sunday",45.0185,-74.7397,Cornwall
7566,"701 Gilbert Roads, Thunder Bay, ON",6,"Friday, Saturday, Tuesday, Wednesday, Thursday, Sunday",48.382,-89.2466,Thunder Bay
7567,"64283 Arellano Club, Hamilton, ON",4,"Monday, Wednesday, Friday, Thursday",43.2557,-79.8711,Hamilton
7568,"56904 Smith Cape, Orillia, ON",2,"Saturday, Sunday",44.6087,-79.42,Orillia
7569,"81784 Joshua Skyway, Cambridge, ON",5,"Tuesday, Thursday, Friday, Sunday, Monday",43.3601,-80.3127,Cambridge
7570,"465 Smith Pike, Peterborough, ON",4,"Saturday, Friday, Tuesday, Thursday",44.3091,-78.3197,Peterborough
7571,"32723 Richardson Harbors, Chatham, ON",6,"Monday, Wednesday, Tuesday, Thursday, Friday, Sunday",42.4254,-82.1892,Chatham
7572,"966 Rodriguez Expressway, St. Catharines, ON",6,"Thursday, Tuesday, Friday, Monday, Wednesday, Sunday",43.1594,-79.2469,St. Catharines
7573,"487 Wilson Dale, Mississauga, ON",3,"Saturday, Wednesday, Thursday",43.589,-79.6441,Mississauga
7574,"02762 Gray Fall, Cambridge, ON",4,"Saturday, Friday, Thursday, Sunday",43.3601,-80.3127,Cambridge
7575,"89272 Barnes Course, Welland, ON",3,"Tuesday, Saturday, Wednesday",42.9918,-79.2359,Welland
7576,"7327 Thompson Place, Haldimand County, ON",4,"Monday, Wednesday, Tuesday, Thursday",42.9229,-79.8663,Haldimand County
7577,"5393 Ashley Extension, North Bay, ON",5,"Thursday, Sunday, Wednesday, Friday, Monday",46.3098,-79.46,North Bay
7578,"9752 Jared Isle, Cambridge, ON",6,"Monday, Tuesday, Friday, Wednesday, Thursday, Saturday",43.3601,-80.3127,Cambridge
7579,"37278 Susan Road, Niagara Falls, ON",6,"Sunday, Monday, Thursday, Saturday, Wednesday, Friday",43.0896,-79.0849,Niagara Falls
7580,"7884 Carroll Unions, Peterborough, ON",7,"Friday, Saturday, Tuesday, Thursday, Wednesday, Monday, Sunday",44.3091,-78.3197,Peterborough
7581,"80395 Hicks Mill, Niagara Falls, ON",2,"Monday, Saturday",43.0896,-79.0849,Niagara Falls
7582,"84259 Daniel Summit, Owen Sound, ON",5,"Thursday, Tuesday, Wednesday, Friday, Sunday",44.5668,-80.9405,Owen Sound
7583,"5899 Rodney Trace, Richmond Hill, ON",3,"Monday, Friday, Thursday",43.8828,-79.4407,Richmond Hill
7584,"6381 Ralph Overpass, St. Thomas, ON",3,"Tuesday, Thursday, Friday",42.777,-81.1826,St. Thomas
7585,"497 Lopez Trail, Kenora, ON",5,"Saturday, Tuesday, Sunday, Thursday, Monday",49.7661,-94.4894,Kenora
7586,"6274 Black Heights, Vaughan, ON",1,Thursday,43.8361,-79.4982,Vaughan
7587,"480 Michael Parkways, Pickering, ON",4,"Sunday, Monday, Thursday, Saturday",43.8358,-79.3483,Pickering
7588,"5678 Martinez Street, Belleville, ON",1,Monday,44.1636,-77.3835,Belleville
7589,"748 Brown Ridge, Belleville, ON",5,"Wednesday, Tuesday, Friday, Thursday, Monday",44.1636,-77.3835,Belleville
7590,"01510 Perez Plains, Dryden, ON",4,"Monday, Thursday, Saturday, Friday",49.7839,-92.8363,Dryden
7591,"76210 Kristina Camp, Toronto, ON",4,"Sunday, Wednesday, Thursday, Tuesday",43.6532,-79.3832,Toronto
7592,"1618 Allen Club, Woodstock, ON",3,"Monday, Saturday, Friday",43.1312,-80.7565,Woodstock
7593,"4525 Gregory Landing, Temiskaming Shores, ON",4,"Thursday, Sunday, Tuesday, Saturday",47.5087,-79.677,Temiskaming Shores
7594,"5831 Justin Rapid, Sarnia, ON",3,"Tuesday, Monday, Saturday",42.9745,-82.4066,Sarnia
7595,"9542 Colin Canyon, Clarence-Rockland, ON",6,"Wednesday, Saturday, Tuesday, Thursday, Sunday, Friday",45.5887,-75.5127,Clarence-Rockland
7596,"2072 Donna Island, Owen Sound, ON",2,"Sunday, Thursday",44.5668,-80.9405,Owen Sound
7597,"4434 Murphy Trail, Oshawa, ON",2,"Saturday, Wednesday",43.8975,-78.8635,Oshawa
7598,"12531 Cameron Forks, Hamilton, ON",2,"Saturday, Tuesday",43.2557,-79.8711,Hamilton
7599,"223 Jennifer Wall, Toronto, ON",5,"Saturday, Monday, Friday, Thursday, Sunday",43.6532,-79.3832,Toronto
7600,"601 Knapp Extensions, Stratford, ON",2,"Saturday, Monday",43.3712,-80.9818,Stratford
7601,"0570 Haney Route, North Bay, ON",3,"Wednesday, Saturday, Sunday",46.3098,-79.46,North Bay
7602,"48446 Lucas Terrace, Ottawa, ON",5,"Friday, Sunday, Wednesday, Thursday, Saturday",45.4215,-75.6993,Ottawa
7603,"2772 Jamie Ferry, Kawartha Lakes, ON",5,"Thursday, Saturday, Wednesday, Friday, Tuesday",44.4254,-78.7877,Kawartha Lakes
7604,"12489 Ross Ramp, Port Colborne, ON",3,"Monday, Thursday, Sunday",42.883,-79.232,Port Colborne
7605,"2855 Alvarez Spurs, Waterloo, ON",7,"Sunday, Friday, Tuesday, Monday, Thursday, Saturday, Wednesday",43.4643,-80.5204,Waterloo
7606,"22596 Matthew Path, Belleville, ON",6,"Saturday, Friday, Wednesday, Thursday, Tuesday, Sunday",44.1636,-77.3835,Belleville
7607,"296 Robinson Forge, Prince Edward County, ON",2,"Monday, Sunday",43.9991,-77.124,Prince Edward County
7608,"3706 Alice Grove, Kitchener, ON",5,"Wednesday, Sunday, Monday, Saturday, Thursday",43.4504,-80.4825,Kitchener
7609,"300 John Forge, Hamilton, ON",5,"Thursday, Monday, Friday, Tuesday, Wednesday",43.2557,-79.8711,Hamilton
7610,"5811 Eugene Causeway, North Bay, ON",5,"Monday, Tuesday, Wednesday, Sunday, Thursday",46.3098,-79.46,North Bay
7611,"886 Castro Coves, Pembroke, ON",2,"Wednesday, Thursday",45.826,-77.1099,Pembroke
7612,"404 Perez Meadow, Toronto, ON",4,"Wednesday, Tuesday, Saturday, Monday",43.6532,-79.3832,Toronto
7613,"537 Melissa Locks, Niagara Falls, ON",4,"Monday, Saturday, Friday, Sunday",43.0896,-79.0849,Niagara Falls
7614,"91120 Fernando Row, Sarnia, ON",3,"Friday, Monday, Sunday",42.9745,-82.4066,Sarnia
7615,"13492 Latoya Stream, Haldimand County, ON",3,"Friday, Thursday, Wednesday",42.9229,-79.8663,Haldimand County
7616,"41456 Casey Plaza, Richmond Hill, ON",5,"Friday, Monday, Thursday, Tuesday, Sunday",43.8828,-79.4407,Richmond Hill
7617,"5545 Margaret Course, Sarnia, ON",1,Sunday,42.9745,-82.4066,Sarnia
7618,"9910 Moore Forges, Brockville, ON",6,"Wednesday, Tuesday, Saturday, Sunday, Friday, Monday",44.5895,-75.6844,Brockville
7619,"4844 Greene Mission, Welland, ON",3,"Monday, Wednesday, Sunday",42.9918,-79.2359,Welland
7620,"36092 Sandra Port, Kingston, ON",3,"Wednesday, Saturday, Thursday",44.2312,-76.486,Kingston
7621,"70866 Janet Trail, Greater Sudbury, ON",3,"Sunday, Monday, Wednesday",46.49,-80.99,Greater Sudbury
7622,"52662 Kelli Center, Stratford, ON",4,"Sunday, Saturday, Tuesday, Friday",43.3712,-80.9818,Stratford
7623,"50552 Robert Lakes, Haldimand County, ON",4,"Saturday, Wednesday, Tuesday, Friday",42.9229,-79.8663,Haldimand County
7624,"3832 Smith Skyway, Haldimand County, ON",3,"Sunday, Tuesday, Thursday",42.9229,-79.8663,Haldimand County
7625,"068 Megan Drive, Cornwall, ON",5,"Friday, Monday, Thursday, Wednesday, Saturday",45.0185,-74.7397,Cornwall
7626,"737 White Parks, Belleville, ON",4,"Thursday, Saturday, Wednesday, Sunday",44.1636,-77.3835,Belleville
7627,"219 Dawn Cape, London, ON",4,"Monday, Saturday, Sunday, Tuesday",42.9849,-81.2453,London
7628,"55299 Justin Junctions, St. Catharines, ON",3,"Friday, Saturday, Tuesday",43.1594,-79.2469,St. Catharines
7629,"0732 Emily Lights, Vaughan, ON",5,"Tuesday, Monday, Saturday, Thursday, Friday",43.8361,-79.4982,Vaughan
7630,"0223 Nicholas Plains, Pickering, ON",5,"Friday, Saturday, Sunday, Thursday, Monday",43.8358,-79.3483,Pickering
7631,"0521 Howard Key, Hamilton, ON",4,"Tuesday, Monday, Friday, Wednesday",43.2557,-79.8711,Hamilton
7632,"576 Richardson Mall, Quinte West, ON",6,"Friday, Monday, Wednesday, Tuesday, Sunday, Thursday",44.1802,-77.3711,Quinte West
7633,"5615 Paul Squares, Peterborough, ON",5,"Monday, Saturday, Friday, Sunday, Tuesday",44.3091,-78.3197,Peterborough
7634,"94557 Banks Turnpike, St. Thomas, ON",5,"Friday, Tuesday, Saturday, Sunday, Thursday",42.777,-81.1826,St. Thomas
7635,"858 Jeffrey Brook, Brockville, ON",7,"Wednesday, Saturday, Monday, Sunday, Friday, Thursday, Tuesday",44.5895,-75.6844,Brockville
7636,"56383 Melissa Track, Woodstock, ON",3,"Tuesday, Wednesday, Saturday",43.1312,-80.7565,Woodstock
7637,"965 Pham Viaduct, St. Thomas, ON",3,"Sunday, Tuesday, Monday",42.777,-81.1826,St. Thomas
7638,"86459 Jeremiah Unions, Pickering, ON",4,"Tuesday, Thursday, Monday, Sunday",43.8358,-79.3483,Pickering
7639,"97507 Perez Trail, Waterloo, ON",5,"Sunday, Wednesday, Thursday, Monday, Saturday",43.4643,-80.5204,Waterloo
7640,"58746 Gene Plain, Dryden, ON",5,"Tuesday, Wednesday, Monday, Saturday, Friday",49.7839,-92.8363,Dryden
7641,"41187 Fowler Gardens, Sarnia, ON",3,"Monday, Wednesday, Thursday",42.9745,-82.4066,Sarnia
7642,"59889 Janet Harbor, Kawartha Lakes, ON",5,"Thursday, Monday, Friday, Saturday, Tuesday",44.4254,-78.7877,Kawartha Lakes
7643,"0787 Adams Rapids, Peterborough, ON",5,"Friday, Monday, Tuesday, Thursday, Sunday",44.3091,-78.3197,Peterborough
7644,"930 Joseph Mountains, Hamilton, ON",4,"Saturday, Sunday, Friday, Tuesday",43.2557,-79.8711,Hamilton
7645,"471 Monique Brooks, Haldimand County, ON",5,"Wednesday, Saturday, Monday, Thursday, Friday",42.9229,-79.8663,Haldimand County
7646,"4658 Meghan Valley, North Bay, ON",4,"Tuesday, Sunday, Thursday, Friday",46.3098,-79.46,North Bay
7647,"099 Natasha Forge, Barrie, ON",4,"Saturday, Sunday, Monday, Tuesday",44.3894,-79.6903,Barrie
7648,"40925 Brown Hollow, Belleville, ON",4,"Thursday, Sunday, Saturday, Friday",44.1636,-77.3835,Belleville
7649,"28468 Elizabeth Extensions, Cambridge, ON",6,"Tuesday, Sunday, Thursday, Wednesday, Saturday, Friday",43.3601,-80.3127,Cambridge
7650,"7960 Brandy Ports, Clarence-Rockland, ON",6,"Sunday, Thursday, Monday, Tuesday, Saturday, Wednesday",45.5887,-75.5127,Clarence-Rockland
7651,"98607 Leonard Junctions, Kitchener, ON",4,"Sunday, Wednesday, Friday, Monday",43.4504,-80.4825,Kitchener
7652,"248 Foster Valley, Haldimand County, ON",2,"Tuesday, Saturday",42.9229,-79.8663,Haldimand County
7653,"79698 Reed Village, Brockville, ON",5,"Friday, Wednesday, Tuesday, Saturday, Thursday",44.5895,-75.6844,Brockville
7654,"78088 Jones Tunnel, Kingston, ON",5,"Wednesday, Friday, Sunday, Thursday, Monday",44.2312,-76.486,Kingston
7655,"4069 Kelley Cliffs, Peterborough, ON",3,"Wednesday, Saturday, Tuesday",44.3091,-78.3197,Peterborough
7656,"010 Haynes Haven, Quinte West, ON",3,"Tuesday, Thursday, Wednesday",44.1802,-77.3711,Quinte West
7657,"0739 Lisa Trail, Windsor, ON",3,"Saturday, Sunday, Friday",42.3149,-83.0364,Windsor
7658,"2392 Barber Ridge, Guelph, ON",2,"Tuesday, Monday",43.5448,-80.2482,Guelph
7659,"6515 Michelle Lodge, Toronto, ON",2,"Wednesday, Saturday",43.6532,-79.3832,Toronto
7660,"5378 Catherine Cliff, Dryden, ON",1,Friday,49.7839,-92.8363,Dryden
7661,"217 Zimmerman Views, Kenora, ON",3,"Sunday, Thursday, Saturday",49.7661,-94.4894,Kenora
7662,"9194 Thompson Glen, Thunder Bay, ON",3,"Thursday, Tuesday, Monday",48.382,-89.2466,Thunder Bay
7663,"922 Flowers Valleys, Ottawa, ON",5,"Tuesday, Thursday, Wednesday, Sunday, Monday",45.4215,-75.6993,Ottawa
7664,"104 Elizabeth Orchard, Brantford, ON",4,"Tuesday, Thursday, Wednesday, Saturday",43.1394,-80.2644,Brantford
7665,"36582 Ryan Lakes, Port Colborne, ON",5,"Thursday, Wednesday, Monday, Tuesday, Sunday",42.883,-79.232,Port Colborne
7666,"595 Gomez Fall, Sarnia, ON",3,"Wednesday, Monday, Saturday",42.9745,-82.4066,Sarnia
7667,"25092 Greer Brooks, Windsor, ON",3,"Monday, Friday, Sunday",42.3149,-83.0364,Windsor
7668,"6742 Casey Ports, Owen Sound, ON",4,"Friday, Thursday, Sunday, Saturday",44.5668,-80.9405,Owen Sound
7669,"0901 Eric Falls, Guelph, ON",2,"Saturday, Monday",43.5448,-80.2482,Guelph
7670,"38507 David Cliffs, Stratford, ON",3,"Monday, Wednesday, Sunday",43.3712,-80.9818,Stratford
7671,"97114 Tanya Summit, Norfolk County, ON",5,"Sunday, Monday, Wednesday, Friday, Tuesday",42.8429,-80.8649,Norfolk County
7672,"48108 Craig Port, Owen Sound, ON",2,"Thursday, Friday",44.5668,-80.9405,Owen Sound
7673,"30265 Heather Trafficway, Cornwall, ON",3,"Wednesday, Sunday, Monday",45.0185,-74.7397,Cornwall
7674,"4771 Young Mountain, Peterborough, ON",4,"Saturday, Sunday, Monday, Thursday",44.3091,-78.3197,Peterborough
7675,"27110 Sheri Roads, Brant, ON",3,"Wednesday, Thursday, Tuesday",43.142,-80.2681,Brant
7676,"6279 Evans Locks, Welland, ON",5,"Friday, Monday, Thursday, Tuesday, Sunday",42.9918,-79.2359,Welland
7677,"40357 Wagner Springs, Pickering, ON",4,"Tuesday, Saturday, Thursday, Monday",43.8358,-79.3483,Pickering
7678,"364 Johnson Loaf, Kenora, ON",5,"Saturday, Sunday, Thursday, Friday, Tuesday",49.7661,-94.4894,Kenora
7679,"45557 Meadows Tunnel, London, ON",5,"Tuesday, Thursday, Friday, Saturday, Monday",42.9849,-81.2453,London
7680,"9981 King Port, Temiskaming Shores, ON",3,"Tuesday, Thursday, Wednesday",47.5087,-79.677,Temiskaming Shores
7681,"179 Burke Cove, Markham, ON",6,"Monday, Sunday, Saturday, Friday, Wednesday, Tuesday",43.8561,-79.337,Markham
7682,"421 Michael Cove, Ottawa, ON",5,"Friday, Monday, Tuesday, Sunday, Wednesday",45.4215,-75.6993,Ottawa
7683,"7652 Ashley Island, Guelph, ON",4,"Wednesday, Monday, Saturday, Thursday",43.5448,-80.2482,Guelph
7684,"63198 Watson Crescent, Orillia, ON",5,"Friday, Thursday, Sunday, Tuesday, Saturday",44.6087,-79.42,Orillia
7685,"96985 Sanchez Gardens, Brampton, ON",6,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday",43.7315,-79.7624,Brampton
7686,"585 Duncan Burg, Markham, ON",3,"Sunday, Friday, Monday",43.8561,-79.337,Markham
7687,"395 David Crossroad, Kitchener, ON",4,"Wednesday, Tuesday, Thursday, Sunday",43.4504,-80.4825,Kitchener
7688,"49320 Juan Throughway, Thunder Bay, ON",4,"Monday, Tuesday, Thursday, Wednesday",48.382,-89.2466,Thunder Bay
7689,"233 Shepherd Isle, Welland, ON",4,"Sunday, Saturday, Thursday, Wednesday",42.9918,-79.2359,Welland
7690,"883 Leslie Field, St. Thomas, ON",4,"Thursday, Wednesday, Saturday, Friday",42.777,-81.1826,St. Thomas
7691,"9465 Blair Street, Mississauga, ON",5,"Monday, Sunday, Wednesday, Tuesday, Friday",43.589,-79.6441,Mississauga
7692,"39031 Mary Canyon, Brantford, ON",5,"Monday, Sunday, Saturday, Tuesday, Wednesday",43.1394,-80.2644,Brantford
7693,"2280 Horton Turnpike, St. Thomas, ON",7,"Tuesday, Wednesday, Friday, Saturday, Thursday, Sunday, Monday",42.777,-81.1826,St. Thomas
7694,"883 Dustin Point, Kingston, ON",4,"Monday, Thursday, Friday, Tuesday",44.2312,-76.486,Kingston
7695,"6664 Ryan Spring, Barrie, ON",5,"Tuesday, Monday, Sunday, Friday, Saturday",44.3894,-79.6903,Barrie
7696,"81843 Zimmerman Mission, Kitchener, ON",7,"Friday, Saturday, Sunday, Monday, Thursday, Tuesday, Wednesday",43.4504,-80.4825,Kitchener
7697,"308 Jeremy Avenue, Brockville, ON",4,"Monday, Friday, Saturday, Tuesday",44.5895,-75.6844,Brockville
7698,"3473 Smith Streets, Woodstock, ON",7,"Sunday, Friday, Tuesday, Monday, Saturday, Thursday, Wednesday",43.1312,-80.7565,Woodstock
7699,"52811 Nelson Fords, Burlington, ON",5,"Sunday, Wednesday, Friday, Saturday, Tuesday",43.3255,-79.799,Burlington
7700,"4100 Laurie River, Windsor, ON",3,"Monday, Saturday, Thursday",42.3149,-83.0364,Windsor
7701,"9900 Scott Roads, Haldimand County, ON",3,"Friday, Sunday, Monday",42.9229,-79.8663,Haldimand County
7702,"3297 Koch Summit, London, ON",4,"Saturday, Monday, Tuesday, Friday",42.9849,-81.2453,London
7703,"774 Newman Island, Kitchener, ON",2,"Thursday, Monday",43.4504,-80.4825,Kitchener
7704,"16300 Deborah Motorway, Thorold, ON",5,"Thursday, Saturday, Tuesday, Wednesday, Monday",43.1167,-79.2,Thorold
7705,"9878 Brooks Valleys, Oshawa, ON",2,"Wednesday, Sunday",43.8975,-78.8635,Oshawa
7706,"0038 Curtis Haven, Mississauga, ON",6,"Sunday, Friday, Tuesday, Saturday, Thursday, Wednesday",43.589,-79.6441,Mississauga
7707,"063 Sweeney Islands, Vaughan, ON",3,"Wednesday, Tuesday, Monday",43.8361,-79.4982,Vaughan
7708,"35025 Maria Estate, Mississauga, ON",5,"Saturday, Wednesday, Tuesday, Thursday, Friday",43.589,-79.6441,Mississauga
7709,"715 Morales Inlet, Norfolk County, ON",5,"Tuesday, Monday, Wednesday, Thursday, Saturday",42.8429,-80.8649,Norfolk County
7710,"324 Lopez Ports, Oshawa, ON",3,"Friday, Monday, Wednesday",43.8975,-78.8635,Oshawa
7711,"43515 York Squares, Stratford, ON",5,"Tuesday, Friday, Wednesday, Monday, Saturday",43.3712,-80.9818,Stratford
7712,"67207 Katherine Curve, Elliot Lake, ON",4,"Saturday, Tuesday, Thursday, Sunday",46.3848,-82.6493,Elliot Lake
7713,"8522 Joseph Via, Kitchener, ON",5,"Sunday, Friday, Tuesday, Thursday, Wednesday",43.4504,-80.4825,Kitchener
7714,"48663 Tamara Forge, Richmond Hill, ON",3,"Thursday, Wednesday, Monday",43.8828,-79.4407,Richmond Hill
7715,"7182 Dennis Parkway, Owen Sound, ON",3,"Sunday, Wednesday, Saturday",44.5668,-80.9405,Owen Sound
7716,"27636 Alex Passage, Brantford, ON",2,"Friday, Sunday",43.1394,-80.2644,Brantford
7717,"5589 Wayne Summit, Kingston, ON",2,"Monday, Thursday",44.2312,-76.486,Kingston
7718,"07488 Jordan Port, Sault Ste. Marie, ON",4,"Wednesday, Saturday, Tuesday, Sunday",46.5208,-84.3469,Sault Ste. Marie
7719,"008 Lewis Valley, Pembroke, ON",4,"Friday, Sunday, Monday, Thursday",45.826,-77.1099,Pembroke
7720,"610 Black Prairie, Stratford, ON",2,"Saturday, Tuesday",43.3712,-80.9818,Stratford
7721,"382 Kevin Locks, St. Thomas, ON",6,"Tuesday, Thursday, Friday, Saturday, Wednesday, Monday",42.777,-81.1826,St. Thomas
7722,"09065 Stone Stream, Belleville, ON",4,"Wednesday, Monday, Sunday, Thursday",44.1636,-77.3835,Belleville
7723,"87781 Beasley Corner, Leamington, ON",5,"Tuesday, Thursday, Monday, Sunday, Friday",42.0501,-82.606,Leamington
7724,"65522 Eric Fork, Port Colborne, ON",7,"Tuesday, Saturday, Friday, Thursday, Sunday, Wednesday, Monday",42.883,-79.232,Port Colborne
7725,"217 Ashley Stravenue, Kawartha Lakes, ON",1,Thursday,44.4254,-78.7877,Kawartha Lakes
7726,"6708 Acosta Valley, Waterloo, ON",5,"Tuesday, Sunday, Friday, Saturday, Monday",43.4643,-80.5204,Waterloo
7727,"42193 Villanueva Garden, Prince Edward County, ON",5,"Saturday, Monday, Tuesday, Friday, Wednesday",43.9991,-77.124,Prince Edward County
7728,"9979 Anthony Walk, Port Colborne, ON",4,"Friday, Tuesday, Sunday, Monday",42.883,-79.232,Port Colborne
7729,"064 Johnson Square, Welland, ON",3,"Tuesday, Friday, Monday",42.9918,-79.2359,Welland
7730,"9318 Jennings Junctions, Toronto, ON",5,"Thursday, Wednesday, Friday, Saturday, Tuesday",43.6532,-79.3832,Toronto
7731,"4299 Mccarthy Stream, Peterborough, ON",5,"Friday, Saturday, Tuesday, Thursday, Sunday",44.3091,-78.3197,Peterborough
7732,"256 Jimenez Villages, Welland, ON",2,"Tuesday, Wednesday",42.9918,-79.2359,Welland
