User ID,User Name,User Email,User Age,Weekly Shopping Budget,Dietary Preferences
8256,Ashley Ochoa,ashley.ochoa@yahoo.com,46,112,No restrictions
8257,Dawn Martin,dawn.martin@gmail.com,27,99,No restrictions
8258,Jose Ward,jose.ward@gmail.com,42,100,No restrictions
8259,Courtney Mann,courtney.mann@yahoo.com,68,64,No restrictions
8260,Michael Wong,michael.wong@hotmail.com,33,143,No restrictions
8261,Toni White,toni.white@mylambton.ca,42,137,No restrictions
8262,Rachel Jimenez,rachel.jimenez@mylambton.ca,51,60,No restrictions
8263,Tracy Riley,tracy.riley@hotmail.com,48,145,No restrictions
8264,Dawn Harding MD,dawn.harding.md@mylambton.ca,51,57,No restrictions
8265,Shelly Wood,shelly.wood@hotmail.com,44,116,No restrictions
8266,Carlos Shaw,carlos.shaw@yahoo.com,45,119,No restrictions
8267,Brittany Aguilar,brittany.aguilar@mylambton.ca,40,129,Halal
8268,Jessica Potter,jessica.potter@mylambton.ca,46,142,Egg Allergy
8269,Kaylee Williams,kaylee.williams@mylambton.ca,21,88,No restrictions
8270,Tasha Ferrell,tasha.ferrell@yahoo.com,45,131,No restrictions
8271,Catherine Watts,catherine.watts@mylambton.ca,26,97,No restrictions
8272,Dawn Koch,dawn.koch@gmail.com,42,123,No restrictions
8273,Amanda Reeves,amanda.reeves@yahoo.com,28,92,No restrictions
8274,Autumn West,autumn.west@yahoo.com,29,91,No restrictions
8275,Stephanie Gonzalez,stephanie.gonzalez@gmail.com,31,147,No restrictions
8276,Edwin Howard,edwin.howard@gmail.com,45,111,Vegetarian
8277,Steve Hernandez,steve.hernandez@gmail.com,57,76,No restrictions
8278,David Alvarez,david.alvarez@yahoo.com,51,61,No restrictions
8279,Christopher Vargas,christopher.vargas@gmail.com,51,71,No restrictions
8280,Paul Riddle,paul.riddle@mylambton.ca,27,97,No restrictions
8281,Brandon Frey,brandon.frey@gmail.com,18,48,No restrictions
8282,Sara Boyer,sara.boyer@mylambton.ca,23,88,No restrictions
8283,Cassandra Becker,cassandra.becker@hotmail.com,46,113,No restrictions
8284,Mark Jones,mark.jones@yahoo.com,46,147,No restrictions
8285,Judy Ramos,judy.ramos@mylambton.ca,64,100,No restrictions
8286,Wayne Garner,wayne.garner@yahoo.com,59,51,No restrictions
8287,Adam Perez,adam.perez@mylambton.ca,46,109,No restrictions
8288,Robin Fowler,robin.fowler@yahoo.com,30,90,No restrictions
8289,Elizabeth Boyd,elizabeth.boyd@mylambton.ca,53,71,No restrictions
8290,Stanley Norton,stanley.norton@mylambton.ca,21,94,Egg Allergy
8291,Matthew Benson,matthew.benson@yahoo.com,60,65,No restrictions
8292,Russell Wheeler,russell.wheeler@hotmail.com,41,131,No restrictions
8293,Patricia Ortiz,patricia.ortiz@yahoo.com,18,49,Egg Allergy
8294,Kenneth Aguilar,kenneth.aguilar@hotmail.com,27,83,No restrictions
8295,Ashley Barnett,ashley.barnett@gmail.com,49,107,No restrictions
8296,Timothy Ponce,timothy.ponce@gmail.com,62,97,No restrictions
8297,Martha Mitchell,martha.mitchell@mylambton.ca,18,46,No restrictions
8298,Autumn Fischer,autumn.fischer@yahoo.com,17,41,No restrictions
8299,Luke Williams,luke.williams@hotmail.com,50,115,Halal
8300,Lucas Murray,lucas.murray@mylambton.ca,44,126,No restrictions
8301,Robert Garcia,robert.garcia@yahoo.com,32,149,No restrictions
8302,Kim Hall DDS,kim.hall.dds@mylambton.ca,58,50,No restrictions
8303,Stephanie Dunlap,stephanie.dunlap@mylambton.ca,27,100,No restrictions
8304,Morgan Jackson,morgan.jackson@gmail.com,45,134,No restrictions
8305,Chloe Williams,chloe.williams@mylambton.ca,33,116,No restrictions
8306,James Odonnell,james.odonnell@mylambton.ca,46,120,No restrictions
8307,Richard Thomas,richard.thomas@mylambton.ca,46,111,No restrictions
8308,Andrew Stark,andrew.stark@hotmail.com,50,140,No restrictions
8309,James Walker,james.walker@gmail.com,58,71,No restrictions
8310,Carol Andrade,carol.andrade@gmail.com,32,135,No restrictions
8311,Jared Jones,jared.jones@yahoo.com,30,83,No restrictions
8312,Rodney Brady,rodney.brady@gmail.com,20,48,No restrictions
8313,Emily Bartlett,emily.bartlett@yahoo.com,62,80,No restrictions
8314,Jennifer Anderson,jennifer.anderson@mylambton.ca,57,60,No restrictions
8315,Dr. Ronnie Lopez,dr..ronnie.lopez@hotmail.com,32,111,Egg Allergy
8316,Julie Hernandez,julie.hernandez@mylambton.ca,33,125,No restrictions
8317,Alicia Trevino,alicia.trevino@mylambton.ca,32,146,No restrictions
8318,Joshua Cox,joshua.cox@yahoo.com,52,53,No restrictions
8319,Christopher Coffey,christopher.coffey@gmail.com,56,74,No restrictions
8320,Chad Hunt,chad.hunt@hotmail.com,37,122,No restrictions
8321,Gregg Glover,gregg.glover@hotmail.com,54,79,No restrictions
8322,Martha Tucker,martha.tucker@yahoo.com,51,57,No restrictions
8323,David Ruiz,david.ruiz@yahoo.com,18,41,No restrictions
8324,Heidi Butler,heidi.butler@hotmail.com,54,78,No restrictions
8325,Mr. Johnathan Wagner,mr..johnathan.wagner@yahoo.com,43,133,No restrictions
8326,Alexandra Buckley,alexandra.buckley@gmail.com,68,52,No restrictions
8327,Jessica Mcdonald,jessica.mcdonald@gmail.com,67,61,No restrictions
8328,Ruth Davis,ruth.davis@gmail.com,51,74,No restrictions
8329,Patrick Miles,patrick.miles@mylambton.ca,19,49,No restrictions
8330,Regina Christensen,regina.christensen@hotmail.com,32,125,No restrictions
8331,Cameron Hansen,cameron.hansen@hotmail.com,31,131,No restrictions
8332,Daniel Rice,daniel.rice@mylambton.ca,69,68,No restrictions
8333,Ryan Stewart,ryan.stewart@hotmail.com,52,57,No restrictions
8334,Robert Brown,robert.brown@hotmail.com,27,83,No restrictions
8335,Joseph Edwards,joseph.edwards@hotmail.com,52,56,Egg Allergy
8336,Larry Pearson,larry.pearson@mylambton.ca,54,51,No restrictions
8337,Jennifer Ramirez,jennifer.ramirez@yahoo.com,49,103,No restrictions
8338,Donald Bates,donald.bates@gmail.com,46,136,No restrictions
8339,Julia Carrillo,julia.carrillo@gmail.com,56,60,No restrictions
8340,Jacob Baker,jacob.baker@gmail.com,17,41,No restrictions
8341,Nicholas Watson,nicholas.watson@yahoo.com,62,57,No restrictions
8342,Wayne Davidson,wayne.davidson@hotmail.com,62,72,No restrictions
8343,Kelly Reilly,kelly.reilly@mylambton.ca,25,87,No restrictions
8344,Randy Ellis,randy.ellis@mylambton.ca,49,138,No restrictions
8345,Sarah Walters,sarah.walters@gmail.com,21,85,No restrictions
8346,Elizabeth Arnold,elizabeth.arnold@mylambton.ca,52,67,No restrictions
8347,Zachary Nicholson,zachary.nicholson@gmail.com,65,49,No restrictions
8348,Elizabeth Walter,elizabeth.walter@yahoo.com,47,147,No restrictions
8349,Benjamin Wagner,benjamin.wagner@mylambton.ca,31,104,No restrictions
8350,Natasha Hutchinson,natasha.hutchinson@yahoo.com,56,58,Halal
8351,Michelle Price,michelle.price@yahoo.com,27,80,No restrictions
8352,Heidi Johnson,heidi.johnson@hotmail.com,56,72,No restrictions
8353,Jessica Schneider,jessica.schneider@yahoo.com,47,115,Halal
8354,Anna Santiago,anna.santiago@hotmail.com,59,60,Halal
8355,Holly Reyes,holly.reyes@hotmail.com,23,83,No restrictions
8356,Sarah Butler,sarah.butler@gmail.com,39,108,No restrictions
8357,Amanda Kelly,amanda.kelly@yahoo.com,54,69,No restrictions
8358,Shawna Jackson,shawna.jackson@mylambton.ca,18,45,No restrictions
8359,Julia Griffin,julia.griffin@mylambton.ca,31,149,No restrictions
8360,Kimberly Lewis,kimberly.lewis@mylambton.ca,20,40,No restrictions
8361,Lisa Wilson,lisa.wilson@yahoo.com,50,100,No restrictions
8362,Kevin Jacobs,kevin.jacobs@gmail.com,40,120,No restrictions
8363,Tiffany Burke,tiffany.burke@gmail.com,52,80,No restrictions
8364,Lauren Cunningham,lauren.cunningham@mylambton.ca,24,100,No restrictions
8365,Jennifer Gaines,jennifer.gaines@hotmail.com,25,96,No restrictions
8366,Carmen Maldonado,carmen.maldonado@mylambton.ca,28,81,No restrictions
8367,Scott Ford,scott.ford@hotmail.com,60,56,No restrictions
8368,Steve Fisher,steve.fisher@mylambton.ca,32,130,No restrictions
8369,Morgan Krueger,morgan.krueger@mylambton.ca,27,99,Halal
8370,Martha Stephens,martha.stephens@gmail.com,44,101,Vegetarian
8371,Christian Kennedy,christian.kennedy@yahoo.com,27,81,No restrictions
8372,Christopher Ball,christopher.ball@mylambton.ca,44,104,No restrictions
8373,Melissa Schultz,melissa.schultz@mylambton.ca,31,132,No restrictions
8374,Deborah Bullock,deborah.bullock@hotmail.com,48,145,No restrictions
8375,Travis Benjamin,travis.benjamin@hotmail.com,18,46,No restrictions
8376,Kevin Ortiz,kevin.ortiz@yahoo.com,17,47,No restrictions
8377,Ms. Emma Delgado,ms..emma.delgado@gmail.com,41,134,No restrictions
8378,Shawn Howard,shawn.howard@yahoo.com,53,61,No restrictions
8379,Eric Ortiz,eric.ortiz@mylambton.ca,39,118,No restrictions
8380,Christopher Moore,christopher.moore@gmail.com,60,59,No restrictions
8381,Krystal Walton,krystal.walton@hotmail.com,39,150,No restrictions
8382,Katherine Grant,katherine.grant@gmail.com,59,64,No restrictions
8383,Anthony Wu,anthony.wu@mylambton.ca,32,118,No restrictions
8384,Melody Cox,melody.cox@hotmail.com,42,150,No restrictions
8385,Jonathan Anderson,jonathan.anderson@mylambton.ca,29,91,No restrictions
8386,Lori Murray,lori.murray@hotmail.com,20,49,No restrictions
8387,Ashley Robertson,ashley.robertson@gmail.com,69,72,No restrictions
8388,Melissa Walker,melissa.walker@hotmail.com,19,47,No restrictions
8389,Brian Dunn,brian.dunn@yahoo.com,67,58,Halal
8390,Nicole Odonnell,nicole.odonnell@mylambton.ca,53,53,No restrictions
8391,Kristina Anderson,kristina.anderson@yahoo.com,48,123,Vegetarian
8392,Melanie Young,melanie.young@gmail.com,52,66,Vegetarian
8393,Jared Day,jared.day@mylambton.ca,37,103,No restrictions
8394,Mr. John Sampson,mr..john.sampson@mylambton.ca,41,141,No restrictions
8395,Jamie Adams,jamie.adams@hotmail.com,32,141,No restrictions
8396,Matthew Perez,matthew.perez@hotmail.com,60,69,Vegetarian
8397,Wanda Turner,wanda.turner@mylambton.ca,57,60,No restrictions
8398,Jason Barron,jason.barron@gmail.com,17,47,No restrictions
8399,Kevin Robinson,kevin.robinson@gmail.com,61,55,No restrictions
8400,Marissa Turner,marissa.turner@gmail.com,47,147,No restrictions
8401,Jody Smith,jody.smith@mylambton.ca,41,127,No restrictions
8402,Michele Price,michele.price@yahoo.com,55,77,No restrictions
8403,Larry Ayers,larry.ayers@mylambton.ca,62,50,No restrictions
8404,Erica Scott,erica.scott@yahoo.com,62,100,No restrictions
8405,Michael Long,michael.long@hotmail.com,41,103,No restrictions
8406,Nathaniel Ford,nathaniel.ford@mylambton.ca,19,42,No restrictions
8407,Madison Bennett,madison.bennett@yahoo.com,37,130,No restrictions
8408,Brenda Wright,brenda.wright@mylambton.ca,59,64,No restrictions
8409,Douglas Evans,douglas.evans@mylambton.ca,67,84,No restrictions
8410,Daniel Perry,daniel.perry@mylambton.ca,38,106,No restrictions
8411,Shelly Buck,shelly.buck@gmail.com,44,150,No restrictions
8412,Autumn Campbell,autumn.campbell@yahoo.com,57,52,Halal
8413,Michael Meyer,michael.meyer@yahoo.com,38,121,Egg Allergy
8414,Laurie Wang,laurie.wang@yahoo.com,41,137,No restrictions
8415,Carol Martin,carol.martin@mylambton.ca,64,49,No restrictions
8416,Daniel Hamilton,daniel.hamilton@gmail.com,60,76,No restrictions
8417,Mr. Rickey Blankenship DVM,mr..rickey.blankenship.dvm@hotmail.com,63,75,No restrictions
8418,Leah May,leah.may@mylambton.ca,25,91,No restrictions
8419,Amy Simmons,amy.simmons@gmail.com,18,43,Halal
8420,Gail Barrett,gail.barrett@gmail.com,62,49,No restrictions
8421,Tami Foley,tami.foley@hotmail.com,29,83,Vegetarian
8422,Tammy Tapia,tammy.tapia@mylambton.ca,69,58,No restrictions
8423,Michael Stewart,michael.stewart@mylambton.ca,39,149,No restrictions
8424,Ashley Martinez,ashley.martinez@mylambton.ca,35,105,No restrictions
8425,Julie Carson,julie.carson@mylambton.ca,22,91,No restrictions
8426,Daniel Johnson,daniel.johnson@hotmail.com,23,89,No restrictions
8427,Thomas Cummings,thomas.cummings@hotmail.com,68,45,No restrictions
8428,Nathan Booth,nathan.booth@hotmail.com,22,82,No restrictions
8429,Olivia Ortiz,olivia.ortiz@mylambton.ca,45,110,No restrictions
8430,Kelly Clark,kelly.clark@gmail.com,46,113,No restrictions
8431,Emma Mitchell,emma.mitchell@gmail.com,23,89,No restrictions
8432,Victoria Jones,victoria.jones@gmail.com,32,134,No restrictions
8433,Karen Baxter,karen.baxter@hotmail.com,58,80,Halal
8434,David Marsh,david.marsh@yahoo.com,41,126,Egg Allergy
8435,Tiffany Freeman,tiffany.freeman@mylambton.ca,17,49,No restrictions
8436,Roberta Harris DDS,roberta.harris.dds@gmail.com,49,113,No restrictions
8437,Kaitlin Jones,kaitlin.jones@yahoo.com,64,46,Halal
8438,Eric Hernandez,eric.hernandez@hotmail.com,69,62,No restrictions
8439,Christopher Stone,christopher.stone@gmail.com,50,124,No restrictions
8440,Michael May,michael.may@hotmail.com,27,93,No restrictions
8441,Stephen Mcintyre,stephen.mcintyre@gmail.com,59,70,No restrictions
8442,Douglas Miller,douglas.miller@hotmail.com,36,121,No restrictions
8443,Tony Singh,tony.singh@yahoo.com,18,41,No restrictions
8444,Amanda Miller,amanda.miller@gmail.com,34,115,No restrictions
8445,Luis Mcdowell,luis.mcdowell@hotmail.com,29,96,No restrictions
8446,Matthew Brown,matthew.brown@yahoo.com,65,84,No restrictions
8447,Cody Ortiz,cody.ortiz@yahoo.com,65,42,No restrictions
8448,Paige Harrington,paige.harrington@gmail.com,68,63,No restrictions
8449,Melissa Freeman,melissa.freeman@mylambton.ca,30,95,Egg Allergy
8450,Sharon Thompson,sharon.thompson@hotmail.com,29,87,No restrictions
8451,Suzanne Adams,suzanne.adams@yahoo.com,22,83,No restrictions
8452,Bruce Smith,bruce.smith@hotmail.com,32,137,No restrictions
8453,April Logan,april.logan@mylambton.ca,26,82,No restrictions
8454,Elizabeth Rodgers,elizabeth.rodgers@hotmail.com,20,48,No restrictions
8455,Dr. Mary Gibson,dr..mary.gibson@gmail.com,56,64,Vegetarian
8456,Mrs. Karen Moore,mrs..karen.moore@gmail.com,58,75,No restrictions
8457,Catherine Larson,catherine.larson@gmail.com,32,133,Vegetarian
8458,Alexis Decker,alexis.decker@yahoo.com,23,100,No restrictions
8459,Samuel Joyce,samuel.joyce@gmail.com,45,131,No restrictions
8460,Anthony Hoffman,anthony.hoffman@gmail.com,59,52,No restrictions
8461,Christopher Vincent,christopher.vincent@mylambton.ca,43,118,Vegetarian
8462,Jonathan Calderon,jonathan.calderon@mylambton.ca,46,119,No restrictions
8463,Douglas Williams,douglas.williams@gmail.com,24,86,No restrictions
8464,Robert Miller,robert.miller@yahoo.com,59,77,No restrictions
8465,Jessica Garcia,jessica.garcia@hotmail.com,28,98,No restrictions
8466,John Jones,john.jones@gmail.com,31,115,No restrictions
8467,Michael Romero,michael.romero@yahoo.com,22,95,No restrictions
8468,Joshua Anderson MD,joshua.anderson.md@yahoo.com,29,90,Vegetarian
8469,Barbara Mendez,barbara.mendez@gmail.com,19,48,Vegetarian
8470,Luis Jennings,luis.jennings@hotmail.com,58,66,No restrictions
8471,Michael Howard,michael.howard@yahoo.com,56,53,No restrictions
8472,Rebecca Barker,rebecca.barker@hotmail.com,20,42,No restrictions
8473,Seth Wood,seth.wood@yahoo.com,46,117,No restrictions
8474,Carrie Smith,carrie.smith@mylambton.ca,44,129,No restrictions
8475,Sandra Shaffer,sandra.shaffer@hotmail.com,56,71,Halal
8476,Michele Thompson,michele.thompson@gmail.com,36,142,No restrictions
8477,Dr. Jonathan Vaughn,dr..jonathan.vaughn@hotmail.com,59,56,No restrictions
8478,Rachel Vargas,rachel.vargas@mylambton.ca,51,57,No restrictions
8479,Laura Cooper,laura.cooper@hotmail.com,19,46,No restrictions
8480,Dylan Smith,dylan.smith@mylambton.ca,38,108,No restrictions
8481,Andrew Meyers,andrew.meyers@mylambton.ca,51,68,No restrictions
8482,Kimberly Williams,kimberly.williams@yahoo.com,50,134,No restrictions
8483,Teresa Reese,teresa.reese@mylambton.ca,61,62,No restrictions
8484,David Church,david.church@yahoo.com,42,104,Vegetarian
8485,David Perry,david.perry@gmail.com,26,82,No restrictions
8486,Melanie Thomas,melanie.thomas@mylambton.ca,39,129,No restrictions
8487,Tammy Lopez,tammy.lopez@yahoo.com,51,80,No restrictions
8488,Andrea Washington,andrea.washington@hotmail.com,34,121,No restrictions
8489,John Woodward,john.woodward@hotmail.com,58,78,No restrictions
8490,Kimberly Thomas,kimberly.thomas@hotmail.com,44,138,No restrictions
8491,Timothy Barnes,timothy.barnes@hotmail.com,31,148,No restrictions
8492,Ricardo Gilbert,ricardo.gilbert@hotmail.com,16,43,No restrictions
8493,Jennifer Simpson,jennifer.simpson@hotmail.com,59,69,No restrictions
8494,Anthony Flores,anthony.flores@hotmail.com,34,134,No restrictions
8495,Brandi Casey,brandi.casey@gmail.com,60,55,No restrictions
8496,Cynthia Thompson,cynthia.thompson@mylambton.ca,19,50,Egg Allergy
8497,Brendan Gomez,brendan.gomez@gmail.com,27,86,No restrictions
8498,Susan Singh,susan.singh@gmail.com,48,117,Halal
8499,Bryan Wood,bryan.wood@hotmail.com,16,47,Vegetarian
8500,Timothy Nguyen,timothy.nguyen@yahoo.com,52,62,No restrictions
8501,Natalie Medina,natalie.medina@hotmail.com,32,110,No restrictions
8502,Katherine Gibbs,katherine.gibbs@mylambton.ca,65,55,No restrictions
8503,Sharon Chapman,sharon.chapman@hotmail.com,22,91,No restrictions
8504,Kimberly Clark,kimberly.clark@gmail.com,18,46,No restrictions
8505,John Byrd,john.byrd@yahoo.com,17,45,No restrictions
8506,Julie Shaw,julie.shaw@yahoo.com,41,142,No restrictions
8507,Alexander Frye,alexander.frye@hotmail.com,52,65,No restrictions
8508,Anthony Anderson,anthony.anderson@hotmail.com,29,86,No restrictions
8509,Tim Norris,tim.norris@mylambton.ca,25,89,No restrictions
8510,Daniel Oconnell,daniel.oconnell@hotmail.com,39,129,Egg Allergy
8511,Michael Watson,michael.watson@yahoo.com,57,60,No restrictions
8512,Jeffrey Arellano,jeffrey.arellano@gmail.com,16,41,No restrictions
8513,Isaiah Scott,isaiah.scott@gmail.com,31,147,No restrictions
8514,Janet Williams,janet.williams@hotmail.com,30,99,No restrictions
8515,April Cunningham,april.cunningham@yahoo.com,70,100,Vegetarian
8516,Jesse Lawrence,jesse.lawrence@gmail.com,42,130,No restrictions
8517,Anthony Osborne,anthony.osborne@mylambton.ca,19,48,No restrictions
8518,Rita Ramos,rita.ramos@yahoo.com,63,74,No restrictions
8519,Samantha Smith,samantha.smith@mylambton.ca,59,72,No restrictions
8520,Jonathon Smith,jonathon.smith@mylambton.ca,62,46,No restrictions
8521,Danielle Shields,danielle.shields@gmail.com,33,138,No restrictions
8522,Robert White,robert.white@yahoo.com,63,72,No restrictions
8523,Brian Alvarado,brian.alvarado@mylambton.ca,48,102,No restrictions
8524,Annette Lee,annette.lee@mylambton.ca,49,142,No restrictions
8525,Molly Johnson,molly.johnson@mylambton.ca,66,58,No restrictions
8526,Mr. Calvin Miller,mr..calvin.miller@yahoo.com,60,56,No restrictions
8527,David Jenkins,david.jenkins@mylambton.ca,39,150,Halal
8528,Christine Combs,christine.combs@mylambton.ca,30,95,No restrictions
8529,Ashley Glover,ashley.glover@yahoo.com,55,52,No restrictions
8530,Timothy Costa,timothy.costa@yahoo.com,64,60,No restrictions
8531,Sarah Williams,sarah.williams@yahoo.com,20,49,Egg Allergy
8532,John King,john.king@mylambton.ca,47,127,Egg Allergy
8533,Latoya Mclaughlin,latoya.mclaughlin@hotmail.com,20,40,Egg Allergy
8534,Robin Nelson,robin.nelson@hotmail.com,22,86,No restrictions
8535,Gina Ellis,gina.ellis@yahoo.com,58,57,Vegetarian
8536,Tina Lopez,tina.lopez@hotmail.com,23,100,No restrictions
8537,Alicia Montoya,alicia.montoya@mylambton.ca,17,50,No restrictions
8538,Michelle Valencia,michelle.valencia@hotmail.com,35,115,No restrictions
8539,Lisa Golden,lisa.golden@gmail.com,64,91,No restrictions
8540,Julia Mills,julia.mills@gmail.com,34,129,No restrictions
8541,Tina Hill,tina.hill@hotmail.com,27,85,No restrictions
8542,Danielle Hoffman,danielle.hoffman@yahoo.com,48,141,Halal
8543,Barbara Moon,barbara.moon@yahoo.com,36,112,No restrictions
8544,Robert Evans,robert.evans@yahoo.com,38,126,No restrictions
8545,Victoria Moore,victoria.moore@mylambton.ca,58,75,No restrictions
8546,David Walls,david.walls@gmail.com,59,74,No restrictions
8547,Lindsay Taylor,lindsay.taylor@yahoo.com,18,41,No restrictions
8548,Joseph Coleman,joseph.coleman@hotmail.com,45,139,No restrictions
8549,Rhonda Hall,rhonda.hall@yahoo.com,31,126,No restrictions
8550,Thomas Guerrero,thomas.guerrero@yahoo.com,68,80,No restrictions
8551,Rachel Kelly,rachel.kelly@yahoo.com,62,97,No restrictions
8552,Mark Evans,mark.evans@mylambton.ca,27,81,No restrictions
8553,Jay Pearson,jay.pearson@yahoo.com,60,62,No restrictions
8554,William Martin,william.martin@gmail.com,52,70,No restrictions
8555,Dr. Andrew Kerr Jr.,dr..andrew.kerr.jr.@hotmail.com,31,105,No restrictions
8556,Dana Hudson,dana.hudson@hotmail.com,40,134,No restrictions
8557,Robert Dean,robert.dean@mylambton.ca,22,93,Egg Allergy
8558,Michael Hubbard,michael.hubbard@gmail.com,31,104,Egg Allergy
8559,Johnny Gonzalez,johnny.gonzalez@mylambton.ca,17,48,No restrictions
8560,Mr. Brandon Cobb,mr..brandon.cobb@gmail.com,57,65,No restrictions
8561,Robert Williams,robert.williams@mylambton.ca,32,150,No restrictions
8562,Christopher Alvarado,christopher.alvarado@mylambton.ca,41,134,Egg Allergy
8563,Justin Andrade,justin.andrade@yahoo.com,59,80,No restrictions
8564,Norma Howell,norma.howell@gmail.com,26,81,No restrictions
8565,Kathleen Jordan,kathleen.jordan@hotmail.com,45,130,No restrictions
8566,Ashley Gomez,ashley.gomez@gmail.com,63,98,Vegetarian
8567,Jasmine Carroll,jasmine.carroll@yahoo.com,52,61,No restrictions
8568,Evan Castillo,evan.castillo@mylambton.ca,52,51,Halal
8569,Tiffany Cross,tiffany.cross@mylambton.ca,53,54,No restrictions
8570,Michelle Hernandez,michelle.hernandez@mylambton.ca,47,125,No restrictions
8571,Laura Villarreal,laura.villarreal@yahoo.com,31,102,Egg Allergy
8572,Katherine Herrera,katherine.herrera@gmail.com,43,142,No restrictions
8573,Adam Schneider,adam.schneider@hotmail.com,25,97,Egg Allergy
8574,Kevin Sanchez,kevin.sanchez@gmail.com,20,40,No restrictions
8575,Mark Smith,mark.smith@mylambton.ca,33,144,No restrictions
8576,Allison Oneal,allison.oneal@gmail.com,42,116,No restrictions
8577,Sabrina Green,sabrina.green@hotmail.com,16,46,No restrictions
8578,Christopher Pierce,christopher.pierce@gmail.com,60,79,No restrictions
8579,Kimberly Martin,kimberly.martin@yahoo.com,51,77,No restrictions
8580,Charles Robles,charles.robles@mylambton.ca,38,118,No restrictions
8581,Jillian Nichols,jillian.nichols@hotmail.com,57,57,No restrictions
8582,Jamie Ellis,jamie.ellis@yahoo.com,27,95,No restrictions
8583,Joshua Martinez,joshua.martinez@mylambton.ca,20,43,No restrictions
8584,Thomas Johnson,thomas.johnson@hotmail.com,28,95,No restrictions
8585,Tammy Heath,tammy.heath@gmail.com,51,62,No restrictions
8586,Anna Jones,anna.jones@mylambton.ca,62,83,No restrictions
8587,Kayla Hernandez,kayla.hernandez@mylambton.ca,54,55,No restrictions
8588,Marcus Smith,marcus.smith@gmail.com,33,148,No restrictions
8589,Robert Carroll,robert.carroll@mylambton.ca,51,62,No restrictions
8590,David Bautista,david.bautista@hotmail.com,53,64,No restrictions
8591,Thomas Mueller,thomas.mueller@yahoo.com,38,103,No restrictions
8592,Brian Tyler,brian.tyler@mylambton.ca,22,80,No restrictions
8593,Richard Figueroa,richard.figueroa@yahoo.com,51,55,Egg Allergy
8594,Jerry Hutchinson,jerry.hutchinson@mylambton.ca,24,97,No restrictions
8595,Teresa Sullivan,teresa.sullivan@gmail.com,48,107,No restrictions
8596,Brad Black,brad.black@hotmail.com,65,64,No restrictions
8597,Stephanie Barajas,stephanie.barajas@gmail.com,41,150,Egg Allergy
8598,Alison Meza,alison.meza@hotmail.com,59,79,Halal
8599,Anthony Lucero,anthony.lucero@mylambton.ca,17,41,Vegetarian
8600,Janet Mitchell,janet.mitchell@mylambton.ca,38,118,No restrictions
8601,Matthew Hernandez,matthew.hernandez@mylambton.ca,37,110,No restrictions
8602,John Cook,john.cook@hotmail.com,20,40,No restrictions
8603,Kelly Martinez,kelly.martinez@mylambton.ca,61,81,No restrictions
8604,Christopher Romero,christopher.romero@gmail.com,32,134,No restrictions
8605,Jacob Cole,jacob.cole@yahoo.com,41,135,No restrictions
8606,Jesse Mccall,jesse.mccall@hotmail.com,63,65,No restrictions
8607,James Townsend,james.townsend@mylambton.ca,40,132,No restrictions
8608,Jon Gray,jon.gray@gmail.com,17,42,No restrictions
8609,Gregory Cain,gregory.cain@hotmail.com,62,95,Halal
8610,Samuel Stone,samuel.stone@mylambton.ca,28,87,No restrictions
8611,Robert Yang,robert.yang@hotmail.com,41,123,No restrictions
8612,Nicholas Stevens,nicholas.stevens@yahoo.com,52,77,Halal
8613,Robin Carpenter,robin.carpenter@hotmail.com,69,74,No restrictions
8614,Melissa Hall,melissa.hall@hotmail.com,40,125,No restrictions
8615,Alexis Stephenson,alexis.stephenson@mylambton.ca,37,105,Egg Allergy
8616,Peter Ramirez,peter.ramirez@hotmail.com,50,114,No restrictions
8617,Tamara Young,tamara.young@mylambton.ca,46,111,No restrictions
8618,Kenneth Christensen,kenneth.christensen@yahoo.com,34,103,No restrictions
8619,Abigail Mcguire,abigail.mcguire@mylambton.ca,36,137,No restrictions
8620,Tracy Wright,tracy.wright@yahoo.com,47,141,No restrictions
8621,Jacob Dickerson,jacob.dickerson@hotmail.com,23,82,Egg Allergy
8622,Keith Black,keith.black@mylambton.ca,31,120,Egg Allergy
8623,Bryan Christian,bryan.christian@yahoo.com,69,52,No restrictions
8624,Jamie Vance,jamie.vance@yahoo.com,35,112,No restrictions
8625,Alex Foster,alex.foster@yahoo.com,64,73,No restrictions
8626,Andrew Love,andrew.love@gmail.com,63,46,No restrictions
8627,Rachel Kidd,rachel.kidd@yahoo.com,50,149,No restrictions
8628,Joshua Garcia,joshua.garcia@yahoo.com,44,144,No restrictions
8629,Courtney Riley,courtney.riley@yahoo.com,46,100,Egg Allergy
8630,Katherine Hill,katherine.hill@gmail.com,60,71,No restrictions
8631,Chad Day,chad.day@gmail.com,51,71,No restrictions
8632,Megan Ford,megan.ford@gmail.com,50,139,No restrictions
8633,Marcus Soto,marcus.soto@gmail.com,24,86,Vegetarian
8634,Miguel James,miguel.james@mylambton.ca,36,129,Vegetarian
8635,Melissa Frey,melissa.frey@hotmail.com,68,85,No restrictions
8636,Brooke Yates,brooke.yates@gmail.com,38,148,No restrictions
8637,Bryan Webb,bryan.webb@mylambton.ca,22,80,No restrictions
8638,Roy Herrera,roy.herrera@hotmail.com,34,102,No restrictions
8639,Peter Tran,peter.tran@gmail.com,35,103,No restrictions
8640,Erin Williams,erin.williams@mylambton.ca,68,54,No restrictions
